category_id,dt,review_cnt,avg_score,low_score_rate
CATE_1,2007-04-22,1,3.0,0.0
CATE_1,2007-04-27,1,5.0,0.0
CATE_1,2007-04-30,1,3.0,0.0
CATE_1,2007-05-17,1,5.0,0.0
CATE_1,2007-05-22,1,3.0,0.0
CATE_1,2007-06-11,1,3.0,0.0
CATE_1,2007-06-13,1,3.0,0.0
CATE_1,2007-06-14,1,3.0,0.0
CATE_1,2007-06-16,1,4.0,0.0
CATE_1,2007-06-18,1,5.0,0.0
CATE_1,2007-06-20,1,4.0,0.0
CATE_1,2007-07-01,1,3.0,0.0
CATE_1,2007-07-04,1,5.0,0.0
CATE_1,2007-07-05,1,5.0,0.0
CATE_1,2007-07-21,1,5.0,0.0
CATE_1,2007-07-27,1,5.0,0.0
CATE_1,2007-07-29,1,1.0,1.0
CATE_1,2007-08-05,1,4.0,0.0
CATE_1,2007-08-14,1,1.0,1.0
CATE_1,2007-08-20,1,4.0,0.0
CATE_1,2007-08-29,1,3.0,0.0
CATE_1,2007-09-05,1,4.0,0.0
CATE_1,2007-09-12,1,4.0,0.0
CATE_1,2007-09-13,1,1.0,1.0
CATE_1,2007-09-14,1,2.0,1.0
CATE_1,2007-09-16,1,4.0,0.0
CATE_1,2007-09-27,1,5.0,0.0
CATE_1,2007-10-08,1,1.0,1.0
CATE_1,2007-10-14,1,3.0,0.0
CATE_1,2007-10-15,1,4.0,0.0
CATE_1,2007-10-17,1,2.0,1.0
CATE_1,2007-10-22,1,4.0,0.0
CATE_1,2007-10-25,2,2.0,0.5
CATE_1,2007-10-28,1,5.0,0.0
CATE_1,2007-10-31,1,4.0,0.0
CATE_1,2007-11-03,1,3.0,0.0
CATE_1,2007-11-05,2,4.5,0.0
CATE_1,2007-11-10,1,5.0,0.0
CATE_1,2007-11-11,1,5.0,0.0
CATE_1,2007-11-15,1,3.0,0.0
CATE_1,2007-11-18,1,5.0,0.0
CATE_1,2007-11-20,1,1.0,1.0
CATE_1,2007-11-26,1,1.0,1.0
CATE_1,2007-11-30,1,5.0,0.0
CATE_1,2007-12-11,2,4.0,0.0
CATE_1,2007-12-25,1,3.0,0.0
CATE_1,2007-12-26,2,4.0,0.0
CATE_1,2007-12-27,1,3.0,0.0
CATE_1,2007-12-28,1,5.0,0.0
CATE_1,2007-12-30,2,3.5,0.5
CATE_1,2008-01-02,1,5.0,0.0
CATE_1,2008-01-11,1,5.0,0.0
CATE_1,2008-01-15,1,4.0,0.0
CATE_1,2008-01-18,1,5.0,0.0
CATE_1,2008-01-19,1,2.0,1.0
CATE_1,2008-01-20,1,5.0,0.0
CATE_1,2008-01-23,1,5.0,0.0
CATE_1,2008-01-24,4,4.5,0.0
CATE_1,2008-01-25,3,3.6666666666666665,0.3333333333333333
CATE_1,2008-01-26,1,5.0,0.0
CATE_1,2008-01-28,1,3.0,0.0
CATE_1,2008-01-29,1,5.0,0.0
CATE_1,2008-01-30,6,4.5,0.0
CATE_1,2008-01-31,4,3.75,0.25
CATE_1,2008-02-01,4,3.5,0.25
CATE_1,2008-02-02,3,4.333333333333333,0.0
CATE_1,2008-02-04,1,5.0,0.0
CATE_1,2008-02-06,2,5.0,0.0
CATE_1,2008-02-08,1,3.0,0.0
CATE_1,2008-02-10,1,4.0,0.0
CATE_1,2008-02-13,2,4.0,0.0
CATE_1,2008-02-15,1,5.0,0.0
CATE_1,2008-02-16,1,5.0,0.0
CATE_1,2008-02-17,2,3.0,0.5
CATE_1,2008-02-18,4,3.5,0.0
CATE_1,2008-02-19,2,4.5,0.0
CATE_1,2008-02-20,5,4.0,0.0
CATE_1,2008-02-21,3,4.666666666666667,0.0
CATE_1,2008-02-22,6,4.166666666666667,0.0
CATE_1,2008-02-23,2,4.0,0.0
CATE_1,2008-02-24,1,5.0,0.0
CATE_1,2008-02-26,1,3.0,0.0
CATE_1,2008-02-27,2,4.0,0.0
CATE_1,2008-03-01,2,4.5,0.0
CATE_1,2008-03-02,1,4.0,0.0
CATE_1,2008-03-05,2,4.5,0.0
CATE_1,2008-03-08,1,4.0,0.0
CATE_1,2008-03-10,1,5.0,0.0
CATE_1,2008-03-12,2,4.0,0.0
CATE_1,2008-03-13,1,5.0,0.0
CATE_1,2008-03-14,2,3.0,0.5
CATE_1,2008-03-15,2,3.5,0.5
CATE_1,2008-03-17,1,4.0,0.0
CATE_1,2008-03-18,1,4.0,0.0
CATE_1,2008-03-19,1,4.0,0.0
CATE_1,2008-03-21,3,3.3333333333333335,0.0
CATE_1,2008-03-22,1,5.0,0.0
CATE_1,2008-03-23,1,4.0,0.0
CATE_1,2008-03-24,3,3.6666666666666665,0.3333333333333333
CATE_1,2008-03-25,4,4.25,0.0
CATE_1,2008-03-26,2,2.5,0.5
CATE_1,2008-03-27,1,5.0,0.0
CATE_1,2008-03-28,2,4.0,0.0
CATE_1,2008-03-29,1,4.0,0.0
CATE_1,2008-04-01,1,4.0,0.0
CATE_1,2008-04-02,3,4.0,0.0
CATE_1,2008-04-04,2,4.0,0.0
CATE_1,2008-04-05,1,4.0,0.0
CATE_1,2008-04-08,3,4.0,0.0
CATE_1,2008-04-09,1,4.0,0.0
CATE_1,2008-04-10,1,4.0,0.0
CATE_1,2008-04-11,2,4.0,0.0
CATE_1,2008-04-12,1,3.0,0.0
CATE_1,2008-04-15,3,4.0,0.0
CATE_1,2008-04-16,2,4.0,0.0
CATE_1,2008-04-17,1,3.0,0.0
CATE_1,2008-04-19,1,5.0,0.0
CATE_1,2008-04-20,1,2.0,1.0
CATE_1,2008-04-21,4,4.25,0.0
CATE_1,2008-04-22,2,4.5,0.0
CATE_1,2008-04-24,2,4.0,0.0
CATE_1,2008-04-25,3,4.666666666666667,0.0
CATE_1,2008-04-26,1,3.0,0.0
CATE_1,2008-04-27,1,5.0,0.0
CATE_1,2008-04-29,1,5.0,0.0
CATE_1,2008-05-01,1,5.0,0.0
CATE_1,2008-05-08,1,5.0,0.0
CATE_1,2008-05-10,1,5.0,0.0
CATE_1,2008-05-12,1,5.0,0.0
CATE_1,2008-05-14,1,3.0,0.0
CATE_1,2008-05-18,4,4.75,0.0
CATE_1,2008-05-19,2,3.0,0.5
CATE_1,2008-05-21,1,5.0,0.0
CATE_1,2008-05-22,3,4.0,0.0
CATE_1,2008-05-23,2,5.0,0.0
CATE_1,2008-05-24,2,5.0,0.0
CATE_1,2008-05-26,2,5.0,0.0
CATE_1,2008-05-27,3,3.6666666666666665,0.3333333333333333
CATE_1,2008-05-29,2,5.0,0.0
CATE_1,2008-05-30,3,3.0,0.3333333333333333
CATE_1,2008-05-31,1,4.0,0.0
CATE_1,2008-06-02,3,3.0,0.3333333333333333
CATE_1,2008-06-03,4,3.25,0.25
CATE_1,2008-06-04,11,4.181818181818182,0.0
CATE_1,2008-06-05,4,4.75,0.0
CATE_1,2008-06-06,2,3.5,0.0
CATE_1,2008-06-07,4,4.75,0.0
CATE_1,2008-06-08,2,5.0,0.0
CATE_1,2008-06-10,1,4.0,0.0
CATE_1,2008-06-11,2,5.0,0.0
CATE_1,2008-06-12,2,4.5,0.0
CATE_1,2008-06-13,1,5.0,0.0
CATE_1,2008-06-14,3,5.0,0.0
CATE_1,2008-06-15,1,4.0,0.0
CATE_1,2008-06-16,3,4.333333333333333,0.0
CATE_1,2008-06-17,2,5.0,0.0
CATE_1,2008-06-18,1,3.0,0.0
CATE_1,2008-06-20,1,5.0,0.0
CATE_1,2008-06-22,2,3.5,0.5
CATE_1,2008-06-24,3,4.666666666666667,0.0
CATE_1,2008-06-25,1,5.0,0.0
CATE_1,2008-06-27,4,3.25,0.5
CATE_1,2008-06-28,1,5.0,0.0
CATE_1,2008-06-29,2,2.5,0.5
CATE_1,2008-06-30,2,5.0,0.0
CATE_1,2008-07-01,1,2.0,1.0
CATE_1,2008-07-02,2,3.0,0.5
CATE_1,2008-07-03,3,3.0,0.3333333333333333
CATE_1,2008-07-04,1,4.0,0.0
CATE_1,2008-07-05,3,3.6666666666666665,0.0
CATE_1,2008-07-06,1,4.0,0.0
CATE_1,2008-07-07,1,5.0,0.0
CATE_1,2008-07-08,1,2.0,1.0
CATE_1,2008-07-10,2,5.0,0.0
CATE_1,2008-07-12,1,3.0,0.0
CATE_1,2008-07-13,4,3.75,0.0
CATE_1,2008-07-15,2,3.5,0.0
CATE_1,2008-07-16,1,5.0,0.0
CATE_1,2008-07-17,2,4.5,0.0
CATE_1,2008-07-18,1,4.0,0.0
CATE_1,2008-07-19,1,4.0,0.0
CATE_1,2008-07-20,1,4.0,0.0
CATE_1,2008-07-21,2,3.0,0.0
CATE_1,2008-07-22,2,2.0,1.0
CATE_1,2008-07-23,3,2.3333333333333335,0.3333333333333333
CATE_1,2008-07-24,2,3.5,0.0
CATE_1,2008-07-26,1,4.0,0.0
CATE_1,2008-07-28,2,4.0,0.0
CATE_1,2008-07-29,1,5.0,0.0
CATE_1,2008-07-31,3,4.0,0.0
CATE_1,2008-08-01,1,5.0,0.0
CATE_1,2008-08-02,1,5.0,0.0
CATE_1,2008-08-03,2,4.0,0.0
CATE_1,2008-08-04,1,5.0,0.0
CATE_1,2008-08-05,2,4.5,0.0
CATE_1,2008-08-07,1,2.0,1.0
CATE_1,2008-08-08,1,3.0,0.0
CATE_1,2008-08-09,1,5.0,0.0
CATE_1,2008-08-12,1,4.0,0.0
CATE_1,2008-08-14,1,5.0,0.0
CATE_1,2008-08-15,2,4.5,0.0
CATE_1,2008-08-16,1,1.0,1.0
CATE_1,2008-08-17,3,4.666666666666667,0.0
CATE_1,2008-08-18,5,3.6,0.2
CATE_1,2008-08-19,6,4.5,0.0
CATE_1,2008-08-20,2,3.5,0.0
CATE_1,2008-08-21,4,3.5,0.25
CATE_1,2008-08-22,1,5.0,0.0
CATE_1,2008-08-23,2,4.5,0.0
CATE_1,2008-08-25,2,4.0,0.0
CATE_1,2008-08-26,2,3.5,0.0
CATE_1,2008-08-27,1,5.0,0.0
CATE_1,2008-08-28,4,3.75,0.25
CATE_1,2008-08-30,2,4.5,0.0
CATE_1,2008-08-31,2,3.0,0.0
CATE_1,2008-09-01,4,4.25,0.0
CATE_1,2008-09-03,1,5.0,0.0
CATE_1,2008-09-04,2,2.5,0.5
CATE_1,2008-09-05,2,3.0,0.0
CATE_1,2008-09-06,2,4.5,0.0
CATE_1,2008-09-07,3,4.0,0.0
CATE_1,2008-09-08,2,5.0,0.0
CATE_1,2008-09-10,2,3.0,0.5
CATE_1,2008-09-11,1,4.0,0.0
CATE_1,2008-09-12,1,2.0,1.0
CATE_1,2008-09-15,1,3.0,0.0
CATE_1,2008-09-17,2,3.0,0.5
CATE_1,2008-09-18,1,5.0,0.0
CATE_1,2008-09-19,1,4.0,0.0
CATE_1,2008-09-21,1,3.0,0.0
CATE_1,2008-09-23,3,2.6666666666666665,0.3333333333333333
CATE_1,2008-09-24,2,4.5,0.0
CATE_1,2008-09-25,1,3.0,0.0
CATE_1,2008-09-26,4,3.75,0.0
CATE_1,2008-09-27,1,3.0,0.0
CATE_1,2008-09-28,4,3.5,0.25
CATE_1,2008-09-29,2,3.5,0.0
CATE_1,2008-10-02,1,2.0,1.0
CATE_1,2008-10-03,1,3.0,0.0
CATE_1,2008-10-04,2,5.0,0.0
CATE_1,2008-10-07,1,5.0,0.0
CATE_1,2008-10-09,1,5.0,0.0
CATE_1,2008-10-12,2,3.0,0.5
CATE_1,2008-10-14,1,4.0,0.0
CATE_1,2008-10-15,1,4.0,0.0
CATE_1,2008-10-18,1,5.0,0.0
CATE_1,2008-10-19,5,4.4,0.0
CATE_1,2008-10-20,2,4.5,0.0
CATE_1,2008-10-21,2,4.0,0.0
CATE_1,2008-10-22,2,4.5,0.0
CATE_1,2008-10-23,2,2.5,0.5
CATE_1,2008-10-24,2,1.5,1.0
CATE_1,2008-10-25,3,4.666666666666667,0.0
CATE_1,2008-10-26,1,3.0,0.0
CATE_1,2008-10-27,4,3.25,0.25
CATE_1,2008-10-28,6,3.3333333333333335,0.16666666666666666
CATE_1,2008-10-30,2,4.0,0.0
CATE_1,2008-11-01,2,3.0,0.5
CATE_1,2008-11-03,5,4.8,0.0
CATE_1,2008-11-04,1,4.0,0.0
CATE_1,2008-11-05,2,3.0,0.5
CATE_1,2008-11-07,1,2.0,1.0
CATE_1,2008-11-08,3,5.0,0.0
CATE_1,2008-11-10,2,3.5,0.0
CATE_1,2008-11-11,1,5.0,0.0
CATE_1,2008-11-12,2,5.0,0.0
CATE_1,2008-11-13,3,3.6666666666666665,0.0
CATE_1,2008-11-14,2,5.0,0.0
CATE_1,2008-11-15,2,4.0,0.0
CATE_1,2008-11-16,2,4.0,0.0
CATE_1,2008-11-17,4,4.0,0.25
CATE_1,2008-11-18,1,4.0,0.0
CATE_1,2008-11-19,4,4.0,0.0
CATE_1,2008-11-20,7,3.7142857142857144,0.0
CATE_1,2008-11-21,3,3.0,0.3333333333333333
CATE_1,2008-11-22,2,3.0,0.5
CATE_1,2008-11-23,2,4.5,0.0
CATE_1,2008-11-24,3,3.6666666666666665,0.0
CATE_1,2008-11-25,3,4.0,0.3333333333333333
CATE_1,2008-11-26,5,3.6,0.2
CATE_1,2008-11-27,2,4.0,0.0
CATE_1,2008-11-28,5,3.8,0.2
CATE_1,2008-11-29,1,5.0,0.0
CATE_1,2008-11-30,3,3.0,0.6666666666666666
CATE_1,2008-12-01,1,5.0,0.0
CATE_1,2008-12-03,1,4.0,0.0
CATE_1,2008-12-04,1,4.0,0.0
CATE_1,2008-12-06,1,3.0,0.0
CATE_1,2008-12-07,1,4.0,0.0
CATE_1,2008-12-09,1,5.0,0.0
CATE_1,2008-12-10,3,4.333333333333333,0.0
CATE_1,2008-12-11,3,3.0,0.3333333333333333
CATE_1,2008-12-12,1,5.0,0.0
CATE_1,2008-12-13,2,2.5,0.5
CATE_1,2008-12-16,2,5.0,0.0
CATE_1,2008-12-18,2,5.0,0.0
CATE_1,2008-12-19,1,4.0,0.0
CATE_1,2008-12-20,2,4.0,0.0
CATE_1,2008-12-21,3,4.666666666666667,0.0
CATE_1,2008-12-22,5,4.0,0.2
CATE_1,2008-12-24,1,3.0,0.0
CATE_1,2008-12-25,1,5.0,0.0
CATE_1,2008-12-26,1,3.0,0.0
CATE_1,2008-12-27,1,5.0,0.0
CATE_1,2008-12-30,1,4.0,0.0
CATE_1,2008-12-31,4,3.75,0.0
CATE_1,2009-01-03,1,3.0,0.0
CATE_1,2009-01-04,1,5.0,0.0
CATE_1,2009-01-05,1,5.0,0.0
CATE_1,2009-01-06,2,4.5,0.0
CATE_1,2009-01-07,2,4.5,0.0
CATE_1,2009-01-08,1,3.0,0.0
CATE_1,2009-01-09,1,2.0,1.0
CATE_1,2009-01-10,1,4.0,0.0
CATE_1,2009-01-11,1,4.0,0.0
CATE_1,2009-01-12,3,4.0,0.0
CATE_1,2009-01-13,2,3.5,0.0
CATE_1,2009-01-14,3,4.666666666666667,0.0
CATE_1,2009-01-15,3,3.0,0.3333333333333333
CATE_1,2009-01-16,2,3.0,0.5
CATE_1,2009-01-17,1,3.0,0.0
CATE_1,2009-01-18,2,4.0,0.0
CATE_1,2009-01-19,2,5.0,0.0
CATE_1,2009-01-20,2,4.0,0.0
CATE_1,2009-01-24,2,3.0,0.5
CATE_1,2009-01-26,1,5.0,0.0
CATE_1,2009-01-27,2,3.0,0.5
CATE_1,2009-01-29,2,4.5,0.0
CATE_1,2009-01-31,1,4.0,0.0
CATE_1,2009-02-02,2,4.0,0.0
CATE_1,2009-02-04,2,4.5,0.0
CATE_1,2009-02-05,2,4.5,0.0
CATE_1,2009-02-07,1,4.0,0.0
CATE_1,2009-02-08,3,4.333333333333333,0.0
CATE_1,2009-02-09,4,3.25,0.5
CATE_1,2009-02-10,1,5.0,0.0
CATE_1,2009-02-11,2,3.0,0.5
CATE_1,2009-02-14,2,4.0,0.0
CATE_1,2009-02-16,2,4.5,0.0
CATE_1,2009-02-17,1,4.0,0.0
CATE_1,2009-02-18,1,5.0,0.0
CATE_1,2009-02-19,3,4.0,0.0
CATE_1,2009-02-20,2,5.0,0.0
CATE_1,2009-02-21,1,4.0,0.0
CATE_1,2009-02-23,2,3.5,0.0
CATE_1,2009-02-25,1,5.0,0.0
CATE_1,2009-02-26,2,4.5,0.0
CATE_1,2009-02-27,2,4.0,0.0
CATE_1,2009-02-28,2,3.5,0.5
CATE_1,2009-03-01,2,2.5,0.5
CATE_1,2009-03-02,4,4.25,0.0
CATE_1,2009-03-03,4,3.25,0.0
CATE_1,2009-03-04,1,4.0,0.0
CATE_1,2009-03-05,1,5.0,0.0
CATE_1,2009-03-06,2,4.0,0.0
CATE_1,2009-03-08,2,5.0,0.0
CATE_1,2009-03-09,2,4.0,0.0
CATE_1,2009-03-10,1,4.0,0.0
CATE_1,2009-03-12,3,5.0,0.0
CATE_1,2009-03-13,2,5.0,0.0
CATE_1,2009-03-14,4,3.75,0.25
CATE_1,2009-03-15,3,5.0,0.0
CATE_1,2009-03-16,7,3.7142857142857144,0.14285714285714285
CATE_1,2009-03-17,1,4.0,0.0
CATE_1,2009-03-19,3,3.6666666666666665,0.0
CATE_1,2009-03-21,3,5.0,0.0
CATE_1,2009-03-22,2,3.0,0.0
CATE_1,2009-03-23,1,3.0,0.0
CATE_1,2009-03-24,2,5.0,0.0
CATE_1,2009-03-25,1,4.0,0.0
CATE_1,2009-03-26,2,5.0,0.0
CATE_1,2009-03-27,2,4.0,0.0
CATE_1,2009-03-28,2,3.0,0.5
CATE_1,2009-03-29,1,5.0,0.0
CATE_1,2009-03-30,3,3.3333333333333335,0.3333333333333333
CATE_1,2009-03-31,1,5.0,0.0
CATE_1,2009-04-01,2,5.0,0.0
CATE_1,2009-04-02,3,2.6666666666666665,0.6666666666666666
CATE_1,2009-04-03,1,4.0,0.0
CATE_1,2009-04-04,1,5.0,0.0
CATE_1,2009-04-05,3,4.0,0.0
CATE_1,2009-04-06,1,4.0,0.0
CATE_1,2009-04-07,3,3.3333333333333335,0.0
CATE_1,2009-04-08,3,4.333333333333333,0.0
CATE_1,2009-04-09,3,5.0,0.0
CATE_1,2009-04-10,1,4.0,0.0
CATE_1,2009-04-11,2,4.5,0.0
CATE_1,2009-04-12,4,3.75,0.25
CATE_1,2009-04-13,4,3.75,0.0
CATE_1,2009-04-14,3,4.666666666666667,0.0
CATE_1,2009-04-15,1,3.0,0.0
CATE_1,2009-04-16,2,3.5,0.0
CATE_1,2009-04-18,3,4.0,0.0
CATE_1,2009-04-19,6,3.6666666666666665,0.16666666666666666
CATE_1,2009-04-20,3,4.0,0.0
CATE_1,2009-04-22,2,5.0,0.0
CATE_1,2009-04-23,1,5.0,0.0
CATE_1,2009-04-24,2,4.0,0.0
CATE_1,2009-04-25,1,5.0,0.0
CATE_1,2009-04-26,1,4.0,0.0
CATE_1,2009-04-27,1,4.0,0.0
CATE_1,2009-04-30,1,1.0,1.0
CATE_1,2009-05-02,2,3.5,0.5
CATE_1,2009-05-04,3,4.0,0.0
CATE_1,2009-05-05,2,4.5,0.0
CATE_1,2009-05-06,2,3.5,0.5
CATE_1,2009-05-07,1,5.0,0.0
CATE_1,2009-05-08,3,4.666666666666667,0.0
CATE_1,2009-05-09,1,4.0,0.0
CATE_1,2009-05-10,2,4.5,0.0
CATE_1,2009-05-12,5,4.8,0.0
CATE_1,2009-05-13,3,4.333333333333333,0.0
CATE_1,2009-05-15,2,3.0,0.0
CATE_1,2009-05-16,2,4.5,0.0
CATE_1,2009-05-17,2,4.5,0.0
CATE_1,2009-05-18,2,3.5,0.0
CATE_1,2009-05-21,2,3.0,0.5
CATE_1,2009-05-22,4,3.5,0.25
CATE_1,2009-05-23,1,5.0,0.0
CATE_1,2009-05-24,3,4.0,0.0
CATE_1,2009-05-25,1,4.0,0.0
CATE_1,2009-05-26,4,4.0,0.25
CATE_1,2009-05-29,2,4.5,0.0
CATE_1,2009-05-30,1,2.0,1.0
CATE_1,2009-05-31,1,3.0,0.0
CATE_1,2009-06-01,2,4.5,0.0
CATE_1,2009-06-02,3,5.0,0.0
CATE_1,2009-06-03,1,5.0,0.0
CATE_1,2009-06-06,1,4.0,0.0
CATE_1,2009-06-07,1,5.0,0.0
CATE_1,2009-06-09,1,2.0,1.0
CATE_1,2009-06-10,3,3.0,0.3333333333333333
CATE_1,2009-06-11,1,4.0,0.0
CATE_1,2009-06-12,2,5.0,0.0
CATE_1,2009-06-14,1,3.0,0.0
CATE_1,2009-06-15,7,2.7142857142857144,0.42857142857142855
CATE_1,2009-06-16,2,4.0,0.0
CATE_1,2009-06-17,2,4.5,0.0
CATE_1,2009-06-18,2,4.5,0.0
CATE_1,2009-06-19,1,4.0,0.0
CATE_1,2009-06-20,1,4.0,0.0
CATE_1,2009-06-21,3,4.0,0.0
CATE_1,2009-06-23,2,2.5,0.5
CATE_1,2009-06-24,2,3.0,0.0
CATE_1,2009-06-25,2,4.0,0.0
CATE_1,2009-06-26,6,4.166666666666667,0.16666666666666666
CATE_1,2009-06-27,1,3.0,0.0
CATE_1,2009-06-30,2,4.0,0.0
CATE_1,2009-07-01,1,4.0,0.0
CATE_1,2009-07-02,2,3.5,0.5
CATE_1,2009-07-03,1,1.0,1.0
CATE_1,2009-07-04,2,3.5,0.0
CATE_1,2009-07-06,3,4.0,0.0
CATE_1,2009-07-07,4,4.5,0.0
CATE_1,2009-07-08,2,4.5,0.0
CATE_1,2009-07-09,3,5.0,0.0
CATE_1,2009-07-10,3,3.3333333333333335,0.0
CATE_1,2009-07-11,3,4.0,0.0
CATE_1,2009-07-12,2,5.0,0.0
CATE_1,2009-07-13,4,3.75,0.0
CATE_1,2009-07-14,4,3.25,0.25
CATE_1,2009-07-15,1,4.0,0.0
CATE_1,2009-07-16,1,5.0,0.0
CATE_1,2009-07-17,1,5.0,0.0
CATE_1,2009-07-18,1,4.0,0.0
CATE_1,2009-07-19,1,4.0,0.0
CATE_1,2009-07-20,2,2.5,0.5
CATE_1,2009-07-21,1,4.0,0.0
CATE_1,2009-07-22,1,3.0,0.0
CATE_1,2009-07-23,2,3.5,0.0
CATE_1,2009-07-24,1,4.0,0.0
CATE_1,2009-07-25,1,5.0,0.0
CATE_1,2009-07-27,2,5.0,0.0
CATE_1,2009-07-30,1,5.0,0.0
CATE_1,2009-07-31,1,4.0,0.0
CATE_1,2009-08-02,1,4.0,0.0
CATE_1,2009-08-03,3,3.3333333333333335,0.0
CATE_1,2009-08-04,3,3.6666666666666665,0.0
CATE_1,2009-08-05,2,4.0,0.0
CATE_1,2009-08-06,4,4.25,0.0
CATE_1,2009-08-07,5,4.2,0.0
CATE_1,2009-08-08,2,4.0,0.0
CATE_1,2009-08-09,2,4.0,0.0
CATE_1,2009-08-10,1,5.0,0.0
CATE_1,2009-08-11,2,5.0,0.0
CATE_1,2009-08-12,3,4.333333333333333,0.0
CATE_1,2009-08-14,1,5.0,0.0
CATE_1,2009-08-15,2,3.5,0.0
CATE_1,2009-08-17,4,2.75,0.25
CATE_1,2009-08-18,3,3.6666666666666665,0.3333333333333333
CATE_1,2009-08-20,2,4.5,0.0
CATE_1,2009-08-21,1,1.0,1.0
CATE_1,2009-08-22,2,4.5,0.0
CATE_1,2009-08-23,3,4.333333333333333,0.0
CATE_1,2009-08-24,3,4.333333333333333,0.0
CATE_1,2009-08-25,5,3.6,0.2
CATE_1,2009-08-26,4,4.0,0.0
CATE_1,2009-08-27,5,4.2,0.0
CATE_1,2009-08-28,4,4.0,0.25
CATE_1,2009-08-29,1,5.0,0.0
CATE_1,2009-09-01,1,3.0,0.0
CATE_1,2009-09-04,1,2.0,1.0
CATE_1,2009-09-07,5,3.8,0.2
CATE_1,2009-09-08,3,4.0,0.0
CATE_1,2009-09-09,2,4.0,0.0
CATE_1,2009-09-10,2,2.0,1.0
CATE_1,2009-09-11,2,5.0,0.0
CATE_1,2009-09-12,4,3.5,0.0
CATE_1,2009-09-14,1,4.0,0.0
CATE_1,2009-09-15,2,5.0,0.0
CATE_1,2009-09-16,2,5.0,0.0
CATE_1,2009-09-17,1,3.0,0.0
CATE_1,2009-09-18,1,3.0,0.0
CATE_1,2009-09-19,1,5.0,0.0
CATE_1,2009-09-20,2,3.5,0.0
CATE_1,2009-09-21,1,4.0,0.0
CATE_1,2009-09-22,1,5.0,0.0
CATE_1,2009-09-23,2,4.5,0.0
CATE_1,2009-09-26,2,4.5,0.0
CATE_1,2009-09-27,2,2.5,0.5
CATE_1,2009-09-28,5,4.6,0.0
CATE_1,2009-09-30,3,3.3333333333333335,0.0
CATE_1,2009-10-02,1,3.0,0.0
CATE_1,2009-10-03,1,5.0,0.0
CATE_1,2009-10-04,1,5.0,0.0
CATE_1,2009-10-08,2,3.0,0.5
CATE_1,2009-10-09,3,3.3333333333333335,0.3333333333333333
CATE_1,2009-10-10,2,4.5,0.0
CATE_1,2009-10-12,3,3.3333333333333335,0.0
CATE_1,2009-10-14,2,4.5,0.0
CATE_1,2009-10-15,3,3.6666666666666665,0.0
CATE_1,2009-10-16,2,4.0,0.0
CATE_1,2009-10-19,1,4.0,0.0
CATE_1,2009-10-20,3,2.3333333333333335,0.6666666666666666
CATE_1,2009-10-21,2,2.0,0.5
CATE_1,2009-10-23,2,5.0,0.0
CATE_1,2009-10-25,2,4.0,0.0
CATE_1,2009-10-26,2,4.0,0.0
CATE_1,2009-10-27,5,4.0,0.2
