category_id,review_cnt,avg_score,low_score_rate,operate_index
CATE_720,76,4.63013698630137,0.0273972602739726,3.627665193959778
CATE_1169,375,4.148967551622419,0.0791543756145526,3.6198902967212434
CATE_692,245,4.299382716049383,0.09182098765432098,3.6164212454580773
CATE_67,385,4.134171907756814,0.08071278825995808,3.615171666765084
CATE_1024,117,4.4772727272727275,0.03636363636363636,3.615046015802224
CATE_1134,216,4.314529914529914,0.07948717948717948,3.609056393785015
CATE_389,20,5.0,0.0,3.6089044875446845
CATE_517,362,4.140543364681296,0.07993730407523511,3.6072504728090826
CATE_21,305,4.209615384615384,0.09358974358974359,3.6049734306468864
CATE_819,162,4.350225225225225,0.04842342342342343,3.5949887789000914
CATE_899,199,4.265917602996255,0.03932584269662921,3.5916859452197194
CATE_339,393,4.115698267074413,0.10754332313965341,3.589408815906477
CATE_267,115,4.4625,0.05833333333333333,3.5873847048879397
CATE_332,305,4.196117804551539,0.10910307898259707,3.5860155478335822
CATE_779,222,4.261697722567288,0.07525879917184265,3.5857718284121063
CATE_748,158,4.371046228710463,0.07664233576642336,3.582758942633827
